도서명,저자,출판사,출판일자,가격,이미지,0,0,카테고리ID,재고,상태,ISBN,소개글
죄와 벌(하),표도르 미하일로비치 도스또예프스끼,열린책들,2009-11-30,10620,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788932909165.jpg,3,1,15,100,ON_SALE,9788932909165.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
톨스토이 단편선 1,L. N. 톨스토이,인디북,2005-12-23,9000,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788958560760.jpg,0,0,15,100,ON_SALE,9788958560760.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
야간비행,앙투안 드 생텍쥐페리,문학동네,2025-06-10,9000,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788954651868.jpg,1,2,16,100,ON_SALE,9788954651868.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
어린 왕자(초판본)(1943년 오리지널 초판본 표지디자인),앙투안 생텍쥐페리,더스토리,2021-10-04,2700,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791164455300.jpg,0,0,16,100,ON_SALE,9791164455300.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
그녀를 지키다,장바티스트 앙드레아,열린책들,2025-03-20,19800,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788932924984.jpg,4,3,16,100,ON_SALE,9788932924984.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
브람스를 좋아하세요,프랑수아즈 사강,민음사,2008-05-02,7650,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937461798.jpg,0,0,16,100,ON_SALE,9788937461798.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
이방인,알베르 카뮈,민음사,2019-09-02,9000,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937443848.jpg,5,2,16,100,ON_SALE,9788937443848.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
자기 앞의 생,에밀 아자르,문학동네,2013-01-24,14400,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788982816635.jpg,0,0,16,100,ON_SALE,9788982816635.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
어린 왕자,앙투안 드 생택쥐페리,열린책들,2015-10-20,10620,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788932917245.jpg,5,2,16,100,ON_SALE,9788932917245.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
시지프 신화,알베르 카뮈,민음사,2016-06-17,10800,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937463433.jpg,1,2,16,100,ON_SALE,9788937463433.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
남자의 자리,Annie Ernaux,1984BOOKS,2024-06-21,10800,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791190533454.jpg,0,0,16,100,ON_SALE,9791190533454.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
이방인(초판본)(1944년 오리지널 초판본 표지디자인),알베르 카뮈,더스토리,2025-02-18,2690,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791194280781.jpg,0,0,16,100,ON_SALE,9791194280781.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
디 에센셜 키워드: 정의의 사람들,알베르 카뮈,민음사,2025-03-24,17100,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937428616.jpg,0,0,16,100,ON_SALE,9788937428616.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
고도를 기다리며,사뮈엘 베케트,민음사,2012-02-20,8100,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937460432.jpg,0,0,16,100,ON_SALE,9788937460432.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
페스트,알베르 카뮈,민음사,2011-04-03,12600,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937462672.jpg,0,0,16,100,ON_SALE,9788937462672.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
존재의 세 가지 거짓말,아고타 크리스토프,까치,2022-09-15,19800,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788972917793.jpg,1,3,16,100,ON_SALE,9788972917793.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
미로 속 아이,기욤 뮈소,밝은세상,2024-12-17,16650,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788984374942.jpg,4,2,16,100,ON_SALE,9788984374942.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
시지프 신화,알베르 카뮈,현대지성,2025-06-09,10350,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791139723731.jpg,5,1,16,100,ON_SALE,9791139723731.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
어린 왕자(오리지널 초판본)(무선),앙투안 드 생텍쥐페리,코너스톤,2020-09-22,2880,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791190669313.jpg,0,0,16,100,ON_SALE,9791190669313.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
안과 겉·결혼·여름,알베르 카뮈,민음사,2025-03-28,13500,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937464652.jpg,1,1,16,100,ON_SALE,9788937464652.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
패배의 신호,프랑수아즈 사강,녹색광선,2022-01-07,19800,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791196554866.jpg,5,1,16,100,ON_SALE,9791196554866.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
슬픔이여 안녕,프랑수아즈 사강,아르테(arte),2023-03-31,13500,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788950935658.jpg,0,0,17,100,ON_SALE,9788950935658.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
싯다르타,헤르만 헤세,민음사,2002-01-20,7200,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937460586.jpg,4,3,17,100,ON_SALE,9788937460586.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
데미안,헤르만 헤세,민음사,2009-01-20,7200,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937460449.jpg,4,1,17,100,ON_SALE,9788937460449.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
모모(출간 50주년 기념 개정판),미하엘 엔데,비룡소,2024-03-29,19800,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788949139999.jpg,0,0,17,100,ON_SALE,9788949139999.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
데미안(초판본)(1919년 오리지널 초판본 표지 디자인),헤르만 헤세,더스토리,2020-08-20,1980,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791164453115.jpg,2,3,17,100,ON_SALE,9791164453115.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
싯다르타(초판본)(1922년 오리지널 초판본 표지디자인),헤르만 헤세,더스토리,2025-02-28,2690,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791194280828.jpg,0,0,17,100,ON_SALE,9791194280828.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
변신(초판본)(1916년 오리지널 초판본 표지디자인),프란츠 카프카,더스토리,2025-02-28,2690,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791194280804.jpg,0,0,17,100,ON_SALE,9791194280804.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
싯다르타,헤르만 헤세,민음사,2025-06-10,13500,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937428852.jpg,3,3,17,100,ON_SALE,9788937428852.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
카타리나 블룸의 잃어버린 명예,하인리히 뵐,민음사,2008-05-30,8100,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937461804.jpg,0,0,17,100,ON_SALE,9788937461804.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
차라투스트라는 이렇게 말했다,프리드리히 니체,민음사,2004-01-02,11700,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937460944.jpg,3,2,17,100,ON_SALE,9788937460944.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
수레바퀴 아래서,헤르만 헤세,민음사,2009-01-20,7200,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937460500.jpg,0,0,17,100,ON_SALE,9788937460500.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
깊이에의 강요,파트리크 쥐스킨트,열린책들,2020-04-20,13320,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788932920238.jpg,5,3,17,100,ON_SALE,9788932920238.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
변신 시골의사,프란츠 카프카,민음사,2009-01-20,7650,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937460043.jpg,0,0,17,100,ON_SALE,9788937460043.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
바르톨로메는 개가 아니다,라헐 판 코에이,사계절,2017-07-03,11700,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791160940558.jpg,0,0,17,100,ON_SALE,9791160940558.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
리스본행 야간열차,파스칼 메르시어,비채,2022-12-20,17820,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788934940715.jpg,0,0,17,100,ON_SALE,9788934940715.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
싯다르타,헤르만 헤세,문학동네,2025-05-10,8100,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788954654418.jpg,0,0,17,100,ON_SALE,9788954654418.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
젊은 베르테르의 슬픔,요한 볼프강 폰 괴테,민음사,1999-03-20,7200,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937460258.jpg,0,0,17,100,ON_SALE,9788937460258.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
행복한 청소부,모니카 페트,풀빛,2019-04-17,10800,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791161721385.jpg,4,1,17,100,ON_SALE,9791161721385.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
데미안: 오리지널 초판본 표지디자인,이미영,코너스톤,2016-07-22,2880,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791187011590.jpg,0,0,17,100,ON_SALE,9791187011590.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
향수,파트리크 쥐스킨트,열린책들,2021-09-10,13320,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788932920290.jpg,0,0,17,100,ON_SALE,9788932920290.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
예언자(초판본)(1923년 오리지널 초판본 표지디자인),칼릴 지브란,더스토리,2025-03-28,2690,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791194591351.jpg,3,2,17,100,ON_SALE,9791194591351.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
새들이 남쪽으로 가는 날,리사 리드센,북파머스,2024-12-18,17550,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791193937372.jpg,0,0,18,100,ON_SALE,9791193937372.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
할머니가 미안하다고 전해달랬어요,프레드릭 배크만,다산책방,2016-04-04,13320,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791130607887.jpg,5,1,18,100,ON_SALE,9791130607887.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
아이가 없는 집,알렉스 안도릴,필름(Feelm),2024-06-12,16200,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791193262184.jpg,1,2,18,100,ON_SALE,9791193262184.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
지구 끝 날의 요리사,요나스 요나손,열린책들,2024-08-20,16920,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788932924557.jpg,0,0,18,100,ON_SALE,9788932924557.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
드디어 만나는 북유럽 동화,페테르 크리스텐 아스비에른센,현대지성,2025-04-18,16650,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791139721911.jpg,1,3,18,100,ON_SALE,9791139721911.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
아침 그리고 저녁,욘 포세,문학동네,2019-07-26,11250,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788954657129.jpg,0,0,18,100,ON_SALE,9788954657129.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
인형의 집,헨리크 입센,민음사,2010-06-30,7200,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937462481.jpg,2,2,18,100,ON_SALE,9788937462481.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
오베라는 남자,프레드릭 배크만,다산책방,2023-03-09,15120,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791130605210.jpg,0,0,18,100,ON_SALE,9791130605210.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
창문 넘어 도망친 100세 노인,요나스 요나손,열린책들,2013-07-25,15120,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788932916194.jpg,1,3,18,100,ON_SALE,9788932916194.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
여름의 책,토베 얀손,민음사,2019-11-01,9720,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937429569.jpg,0,0,18,100,ON_SALE,9788937429569.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
샤이닝,욘 포세,문학동네,2024-03-15,12150,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788954698436.jpg,0,0,18,100,ON_SALE,9788954698436.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
"안데르센, 잔혹동화 속 문장의 기억(Andersen, Memory of Sentences)",박예진,센텐스(SENTENCE),2024-05-07,16920,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791186151686.jpg,0,0,18,100,ON_SALE,9791186151686.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
예언자의 노래,폴 린치,은행나무,2024-11-20,16200,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9791167374929.jpg,1,3,18,100,ON_SALE,9791167374929.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
굶주림,크누트 함순,창,2011-08-25,9000,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788974531942.jpg,0,0,18,100,ON_SALE,9788974531942.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
바베트의 만찬,이자크 디네센,문학동네,2024-03-26,13500,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788954698863.jpg,0,0,18,100,ON_SALE,9788954698863.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
아웃 오브 아프리카,카렌 블릭센,열린책들,2009-11-30,14220,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788932910048.jpg,5,1,18,100,ON_SALE,9788932910048.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
인형의 집(BESTSELLER WORLDBOOK 70),헨릭 입센,소담출판사,2002-07-15,4500,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788973814800.jpg,0,0,18,100,ON_SALE,9788973814800.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
핵을 들고 도망친 101세 노인,요나스 요나손,열린책들,2019-09-25,13320,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788932919874.jpg,0,0,18,100,ON_SALE,9788932919874.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
경계선,욘 A. 린드크비스트,문학동네,2021-07-30,13500,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788954681285.jpg,0,0,18,100,ON_SALE,9788954681285.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
군주론,니콜로 마키아벨리,펭귄클래식코리아,2015-03-25,6930,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788901181721.jpg,0,0,19,100,ON_SALE,9788901181721.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
참을 수 없는 존재의 가벼움,밀란 쿤데라,민음사,2018-06-20,15300,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937437564.jpg,0,0,19,100,ON_SALE,9788937437564.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
돈키호테 1,미겔 데 세르반테스 사아베드라,열린책들,2014-11-15,16020,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788932916804.jpg,2,1,19,100,ON_SALE,9788932916804.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
참을 수 없는 존재의 가벼움,밀란 쿤데라,민음사,2009-12-24,11700,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937462344.jpg,0,0,19,100,ON_SALE,9788937462344.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
돈키호테 2,미겔 데 세르반테스 사아베드라,열린책들,2014-11-15,16020,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788932916811.jpg,2,3,19,100,ON_SALE,9788932916811.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
그리스인 조르바,니코스 카잔차키스,열린책들,2009-12-20,13320,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788932909349.jpg,0,0,19,100,ON_SALE,9788932909349.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
농담,밀란 쿤데라,민음사,1999-06-25,12600,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937460296.jpg,3,2,19,100,ON_SALE,9788937460296.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
무의미의 축제,밀란 쿤데라,민음사,2024-06-24,13500,https://contents.kyobobook.co.kr/sih/fit-in/300x0/pdt/9788937456749.jpg,1,2,19,100,ON_SALE,9788937456749.0,해당 서적은 현재 판매 중입니다. 많은 관심 부탁드립니다.
